Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Iconița ”mail” nu se află la distanță corespunzătoare,NPT-72,18877,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 2:05 AM,18/Jun/24 5:16 PM,18/Jun/24 5:16 PM,18/Jun/24 2:08 AM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Iconița ”mail” nu se află la aceeași distanță de textul corelat acesteia ca și în cazul celorlalte iconițe.

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se vizualizează iconița ”mail”.

*Rezultate așteptate*

* Iconița este corect amplasată.

*Rezultate actuale*

* Iconița nu este amplasată în mod corect.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-36,,,NPT-70,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3dd4cf85,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bcp:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_172341_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:08 AM
Text: ”apl@primariatechirghiol.ro”,NPT-71,18876,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:59 AM,18/Jun/24 4:21 PM,18/Jun/24 4:37 PM,18/Jun/24 2:09 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea textului ”apl@primariatechirghiol.ro”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Textul nu are greșeli gramaticale, și nu conține nici greșeli de exprimare.
* Textul nu prezintă alte erori.
* Textul nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-36,NPT-78,,NPT-78,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33f3f598,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bch:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_583755_*|*_10000_*:*_1_*:*_607_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:09 AM
Iconiță ”mail”,NPT-70,18875,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:53 AM,18/Jun/24 2:39 AM,19/Jun/24 2:53 AM,18/Jun/24 2:09 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea iconiței ”mail”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Iconița este corect amplasată.
* Iconița este corect aleasă pentru textul cu care este corelat.
* Iconița nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-36,NPT-72,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19ae7c07,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bc9:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_920659_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 2:09 AM
Text: ”0241-735.622”,NPT-69,18874,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:49 AM,18/Jun/24 2:38 AM,19/Jun/24 2:53 AM,18/Jun/24 1:55 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea textului ”0241-735.622”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Textul nu are greșeli gramaticale, și nu conține nici greșeli de exprimare.
* Textul nu prezintă alte erori.
* Textul nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-35,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7db017f,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bc1:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_349969_*|*_10000_*:*_1_*:*_651_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 1:55 AM
Iconiță ”telefon”,NPT-68,18873,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:43 AM,18/Jun/24 2:38 AM,19/Jun/24 2:53 AM,18/Jun/24 1:49 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea iconiței ”telefon”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Iconița este corect amplasată.
* Iconița este corect aleasă pentru textul cu care este corelat.
* Iconița nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-35,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66b6f177,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bbt:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_374914_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 1:49 AM
"Text: ”Str. Dr. Victor Climescu nr.24, Techirghiol”",NPT-67,18872,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,18/Jun/24 1:29 AM,18/Jun/24 2:37 AM,19/Jun/24 2:53 AM,18/Jun/24 1:42 AM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea textului ”Str. Dr. Victor Climescu nr.24, Techirghiol”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Textul nu are greșeli gramaticale, și nu conține nici greșeli de exprimare.
* Textul nu prezintă alte erori.
* Textul nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-34,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16dec42c,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bbl:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_754339_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 1:42 AM
Iconiță ”casă” ,NPT-66,18868,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 10:57 PM,18/Jun/24 2:37 AM,19/Jun/24 2:53 AM,17/Jun/24 11:31 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea iconiței ”casă”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Iconița este corect amplasată.
* Iconița este corect aleasă pentru textul cu care este corelat.
* Iconița nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-34,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1751d3b6,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01bap:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_2032574_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 11:31 PM
Lipsă diacritică la ”Primaria”,NPT-65,18866,Bug,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 10:23 PM,18/Jun/24 5:16 PM,18/Jun/24 5:40 PM,17/Jun/24 10:43 PM,Primariatechirghiol.ro_versiunea_1.0_limba_română,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"”Primaria” trebuia să fie de fapt: Primăria

*Precondiții* 

* Este utilizat pentru testare un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Prezența trebuie să fie realizată pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Pași de reproducere*

* Se accesează pagina principală a [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].
* Se vizualizează textul ”Primaria Orașului TECHIRGHIOL”.

*Rezultate așteptate*

* Textul nu prezintă alte erori.

*Rezultate actuale*

* În cadrul textului lipsește o diacritică.",testare,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-33,,,NPT-64,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@154f836a,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01ba9:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1182398_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 10:43 PM
Text ”Primaria Orașului TECHIRGHIOL”,NPT-64,18864,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 10:07 PM,18/Jun/24 2:37 AM,18/Jun/24 6:15 PM,17/Jun/24 10:27 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea textului ”Primaria Orașului TECHIRGHIOL”.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Textul nu are greșeli gramaticale, și nu conține nici greșeli de exprimare.
* Textul nu prezintă alte erori.
* Textul nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-33,NPT-65,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46de61c3,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b9t:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1190655_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 10:27 PM
Stema localității ”Techirghiol”,NPT-63,18863,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 8:26 PM,17/Jun/24 11:37 PM,19/Jun/24 2:53 AM,17/Jun/24 9:58 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea stemei.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

* Stema este corect amplasată.
* Stema nu prezintă probleme legate de aspectul vizual, și nu afectează poziționarea celorlalte elemente.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-32,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a2d062b,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b9l:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_5496378_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 9:58 PM
Interacțiune Header/cb_logo,NPT-62,18862,Test,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 8:01 PM,18/Jun/24 6:17 PM,18/Jun/24 6:17 PM,17/Jun/24 8:22 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Verificarea faptului că în momentul apăsării (apăsând pe butonul stâng al mouse-ului/șoarecelui de pe suprafața pe care este așezat) pe header/cb_logo nu suntem redirecționați într-o alta zonă a site-ului web.

*Precondiții:* 

* Utilizatorul final deține un calculator personal cu cel puțin Windows 10 Home, fiind instalat pe acesta browser-ul Google Chrome, împreună cu un set de periferice și monitor.
* Utilizatorul final se află pe site-ul web: [https://www.primariatechirghiol.ro|https://www.primariatechirghiol.ro/].

*Criterii de acceptanță:*

Utilizatorul final nu este redirecționat către o altă zona site-ului web dacă apasă pe header/cb_logo.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75c14644,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b9d:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1267816_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,17/Jun/24 8:22 PM
Text: ”Powered by INDRA SISTEMAS S.A.”,NPT-61,18861,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Highest,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 7:14 PM,17/Jun/24 11:37 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În partea dreaptă a părții de jos a/bottom-ului site-ului web se află text-link-ul: ”Powered by INDRA SISTEMAS S.A.”, de culoare gri închis.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-26,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2905ca1e,,,,,,,,,,,,NPT-26,Partea de jos a/bottom-ului site-ului web,,,,,,,,,,,,,,,,0|i01b95:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18799,Partea de jos a/bottom-ului site-ului web,In Progress,17/Jun/24 7:14 PM
Text: ”Designed by INDRA SISTEMAS S.A.”,NPT-60,18860,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Highest,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 7:09 PM,17/Jun/24 11:37 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În centrul părții de jos a/bottom-ului site-ului web se află text-link-ul: ”Designed by INDRA SISTEMAS S.A.”, de culoare gri închis.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-26,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@760afd59,,,,,,,,,,,,NPT-26,Partea de jos a/bottom-ului site-ului web,,,,,,,,,,,,,,,,0|i01b8x:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18799,Partea de jos a/bottom-ului site-ului web,In Progress,17/Jun/24 7:09 PM
Iconiță ”știri” + Text: ”Stiri”,NPT-59,18859,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Highest,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 7:06 PM,17/Jun/24 11:37 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În centrul părții de jos a/bottom-ului site-ului web se află iconița ”știri” + textul-link: ”Stiri”, ambele de culoare gri închis.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-26,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@48fe3161,,,,,,,,,,,,NPT-26,Partea de jos a/bottom-ului site-ului web,,,,,,,,,,,,,,,,0|i01b8p:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18799,Partea de jos a/bottom-ului site-ului web,In Progress,17/Jun/24 7:06 PM
Text: ”© 2023 Primaria Techirghiol”,NPT-58,18857,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Highest,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:51 PM,17/Jun/24 11:37 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În stânga părții de jos a/bottom-ului site-ului web se află text-link-ul: ”© 2023 Primaria Techirghiol”, de culoare gri închis.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-26,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@765ac00a,,,,,,,,,,,,NPT-26,Partea de jos a/bottom-ului site-ului web,,,,,,,,,,,,,,,,0|i01b89:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18799,Partea de jos a/bottom-ului site-ului web,In Progress,17/Jun/24 3:51 PM
Titlul secțiunii: ”Link-uri Utile”,NPT-57,18856,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:29 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Titlul aceste secțiuni este amplasat pe partea dreaptă a paginii/sidebar, deasupra butoanelor: AM PODCA, Președintele României, Guvernul României, Senatul României, Camera Deputaților, Uniunea Europeană, Infoeuropa, Ministerul Dezvoltării Regionale și Turismului.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cf1429f,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b81:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:29 PM
